id;sold_price;basketball;weekday;rolling_supply_estimate;bitcoin_closing_price;ethereum_closing_price;seller;seller_feedback_score;card_listing_format_buy_it_now;active_player;card_id;card_grade
2134;6.5;0;Sunday;#N/A;57523.42;1788.22;centercourtcards;5338;0;0;cal ripken jr.-1989-0;10
2135;425.99;1;Sunday;56886;32289.38;1391.61;jrjcards99;10;1;1;kawhi leonard-2019-1;10
2136;419.99;1;Thursday;70072;57805.12;1826.19;mc_sportscards;17361;1;1;devin booker-2015-1;9
2137;10;1;Sunday;70376;48717.29;1805.08;haruf31;60;0;0;joseph forte-2001-1;8.5
2138;1.25;0;Sunday;90105;51206.69;1723.15;mattyoungsportscards;4183;0;0;hoyt wilhelm-1964-0;2
2139;280;1;Friday;#N/A;36825.37;1171.83;cardboard-trading;78;0;1;zion williamson-2019-1;10
2140;325;1;Thursday;#N/A;39187.33;1218.45;ctownsellers;34929;0;1;rj barrett-2019-1;9.5
2141;2999;0;Sunday;68158;32289.38;1391.61;sjwinnick;55033;1;0;willie mays-1952-0;1.5
2142;37;0;Monday;70073;32366.39;1324.41;probstein123;827317;0;0;irv noren-1952-0;3
2143;199.99;0;Thursday;#N/A;39187.33;1218.45;bigbreaksports;14660;1;1;mike trout-2012-0;10
2144;45;1;Monday;62161;33537.18;1369.04;bjwestrook;289;1;0;doc rivers-1986-1;9
2145;8.68;0;Wednesday;110923;58870.89;1823.45;dodgerdawg;13512;0;0;bernie williams-2003-0;9
2146;75;1;Monday;#N/A;54529.15;1691.33;dcsports87;96867;0;1;giannis antetokounmpo-2019-1;10
2147;29.99;1;Sunday;64809;45137.77;1416.05;peekenterprises;4169;1;1;tyler herro-2019-1;9
2148;220.99;0;Monday;91588;52246.52;1834.73;arustywrench;695;1;1;mike trout-2012-0;9.5
2149;1;0;Friday;92633;46339.76;1446.03;burbanksportscards;349301;1;0;buddy bell-1984-0;9
2150;4499.99;1;Saturday;61093;34269.52;1376.12;cooks66;4745;1;1;jayson tatum-2017-1;10
2151;10;0;Thursday;89985;51679.8;1937.45;rybo-6314;197;1;0;don mattingly-1987-0;5
2152;0.99;0;Monday;105296;55907.2;1791.7;sjosing;137957;1;1;carter kieboom-2017-0;9
2153;29;0;Saturday;90742;48912.38;1654.74;tortugasmountaintradingcompany;255;0;0;vladimir guerrero-2018-0;10
2154;2.25;0;Tuesday;109699;56804.9;1806.97;burbanksportscards;349419;1;0;dick kelley-1968-0;9
2155;39.75;0;Friday;67768;33005.76;1236.51;battersbox;244797;1;0;willie stargell-1967-0;6
2156;151.5;0;Wednesday;101089;56008.55;1799.17;pc_sportscards;32603;0;1;juan soto-2018-0;10
2157;380;0;Monday;91588;52246.52;1834.73;sm_126;3081;0;1;ronald acuna jr.-2019-0;10
2158;3.99;1;Friday;73016;46339.76;1446.03;chalewalestreasures;269;0;0;anthony mason-1999-1;9
2159;169.99;1;Friday;62922;34316.39;1382.52;graded_psa_cards;14230;1;0;wilt chamberlain-1969-1;1.5
2160;15;0;Saturday;90742;48912.38;1654.74;hometeamsportz;24986;1;0;bo jackson-1990-0;1.5
2161;49.99;0;Tuesday;74462;32569.85;1357.06;zyx1808;1262;0;0;barry bonds-1986-0;10
2162;399;1;Tuesday;72317;56804.9;1806.97;micchi3858;439;1;1;luka dončić-2018-1;9
2163;1.2;1;Saturday;70600;47105.52;1814.11;burbanksportscards;349260;1;0;shaquille o'neal-2000-1;9
2164;30.28;1;Thursday;69816;47909.33;1783.8;blackbeardsportscards;2505;0;1;luka dončić-2019-1;9
2165;2114;1;Sunday;64809;45137.77;1416.05;silviakao;1815;0;0;kobe bryant-1996-1;10
2166;1036.77;1;Tuesday;63786;35510.29;1515.19;tortugasmountaintradingcompany;248;0;1;kevin durant-2007-1;9.5
2167;48;1;Friday;73016;46339.76;1446.03;pwcc_auctions;277712;0;1;jayson tatum-2018-1;10
2168;24.5;0;Saturday;105482;61243.08;1924.69;gmacardman;1796;0;1;fernando tatis-2019-0;10
2169;28;1;Thursday;60992;33466.1;1332.49;probstein123;827329;0;0;albert king-1986-1;9
2170;399.99;1;Wednesday;72852;49705.33;1626.58;xxdougyxx;1436;1;1;zion williamson-2019-1;9.5
2171;157.5;1;Friday;62922;34316.39;1382.52;hobcard;304;0;1;jaxson hayes-2019-1;10
2172;39.95;0;Wednesday;101089;56008.55;1799.17;tntsdeals;1696;1;0;joe christopher-1964-0;8
2173;51.5;1;Sunday;56886;32289.38;1391.61;peal7878;18885;0;0;shaquille o'neal-1997-1;9
2174;22.5;1;Saturday;65689;39266.01;1677.85;tencent1112011;2483;0;1;andrew wiggins-2014-1;9.5
2175;40;0;Wednesday;67318;35547.75;1382.27;burbanksportscards;349167;1;1;luis robert-2020-0;10
2176;259.99;0;Tuesday;88136;49199.87;1781.07;dbronxbombers26;2542;1;1;bo bichette-2016-0;10
2177;0.99;1;Sunday;63618;51206.69;1723.15;burbanksportscards;349347;1;0;tony dumas-1994-1;9
2178;39.99;1;Saturday;68547;61243.08;1924.69;masculinity101;3456;1;1;lebron james-2003-1;10
2179;4.95;0;Saturday;82332;47105.52;1814.11;bestdealsmaine;18017;0;0;derek jeter-2010-0;9
2180;82;1;Sunday;#N/A;57523.42;1788.22;runner45614;174;0;1;ja morant-2019-1;10
2181;7.77;0;Thursday;77259;36926.06;1594.76;sugarbear82650-0;2423;1;0;ed charles-1964-0;6
2182;19.75;0;Tuesday;80359;46481.1;1768.04;bigdogsbbc714;3912;0;0;hector torres-1971-0;8
2183;56;0;Wednesday;94117;50538.24;1575.85;probstein123;827815;0;0;dave concepcion-1984-0;10
2184;13.26;1;Sunday;#N/A;57523.42;1788.22;yourcomicbookshop;4232;0;1;lamelo ball-2020-1;9
2185;0.99;0;Friday;67768;33005.76;1236.51;deans_cards;40470;1;0;manny ramirez-2008-0;8
2186;787.77;1;Tuesday;72317;56804.9;1806.97;probstein123;828110;0;0;michael jordan-1996-1;9
2187;85;1;Sunday;63618;51206.69;1723.15;ksu19800;1697;0;1;derrick rose-2008-1;9.5
2188;0.99;0;Monday;91588;52246.52;1834.73;burbanksportscards;349360;1;0;mark prior-2004-0;9
2189;20;0;Saturday;105482;61243.08;1924.69;boulder_cpa;2807;1;1;pete alonso-2019-0;9
2190;11.61;1;Sunday;#N/A;35791.28;1230.17;pristine.slabs;188;0;1;trae young-2019-1;10
2191;21.5;0;Friday;89605;55888.13;1960.16;slbcards;8255;0;0;vladimir guerrero-2019-0;9
2192;9.99;1;Friday;62922;34316.39;1382.52;alldayj33;1121;1;1;michael porter-2018-1;10
2193;2.5;0;Wednesday;110923;58870.89;1823.45;burbanksportscards;349426;1;0;johnny klippstein-1959-0;5
2194;0.99;1;Sunday;56886;32289.38;1391.61;burbanksportscards;349171;1;0;cedric maxwell-2009-1;9
2195;384.99;0;Wednesday;94117;50538.24;1575.85;9999rbush;14756;1;0;derek jeter-1993-0;10
2196;12.5;0;Sunday;73919;38903.44;1614.23;jesusfreak_1978;382;0;0;tom glavine-1988-0;9
2197;11.77;0;Monday;70073;32366.39;1324.41;krukcards;294818;0;0;brooks robinson-1960-0;#N/A
2198;3220;0;Saturday;82332;47105.52;1814.11;papars;517;0;0;sandy koufax-1955-0;5
2199;30;0;Sunday;82282;48717.29;1805.08;w951bzl;3987;0;0;warren spahn-1964-0;8
2200;295;1;Wednesday;64501;37472.09;1660.91;quickconsignment_802;28114;0;1;luka dončić-2018-1;10
2201;119.99;1;Sunday;64809;45137.77;1416.05;xobren;56;1;0;michael jordan-1997-1;8
2202;2;1;Saturday;58814;32067.64;1230.99;szejj;19118;1;0;dikembe mutombo-1995-1;9
2203;4.99;0;Sunday;84615;57539.94;1935.6;yandr_leger;310;1;1;bryce harper-2012-0;9
2204;10.5;1;Saturday;68244;46188.45;1459.97;comc_consignment;409692;0;0;shaquille o'neal-1997-1;8
2205;390.99;0;Monday;105296;55907.2;1791.7;ksextream391;1683;0;0;roy sievers-1955-0;8
2206;125;1;Tuesday;59474;32569.85;1357.06;jim4048;101;1;1;luka dončić-2018-1;9
2207;2.25;0;Wednesday;110923;58870.89;1823.45;vange1;1636;0;0;mark mulder-1999-0;9
2208;16.5;1;Sunday;73250;57539.94;1935.6;joeyniggs;1200;0;1;bam adebayo-2017-1;9
2209;39;1;Saturday;61093;34269.52;1376.12;christina196616;758;0;1;lebron james-2003-1;10
2210;15;0;Thursday;95629;48561.17;1541.91;193jason;2591;1;0;tom mcgraw-1973-0;9
2211;255;1;Monday;69723;47945.06;1779.79;sonicrl;2283;0;1;kevin durant-2007-1;8.5
2212;19.95;1;Saturday;73844;56099.52;1919.53;pbotyler;2126;1;0;grant hill-1994-1;8.5
2213;179.85;1;Monday;65248;46196.46;1746.62;comc_consignment;410117;0;0;julius erving-1978-1;9
2214;331;0;Sunday;84615;57539.94;1935.6;4_sharp_corners;294414;0;0;juan marichal-1961-0;7
2215;7.09;0;Monday;#N/A;36630.08;1257.28;probstein123;827294;0;0;carl willis-1987-0;9
2216;0.99;0;Wednesday;110923;58870.89;1823.45;burbanksportscards;349429;1;0;rob dibble-1990-0;9
2217;34.99;1;Sunday;73250;57539.94;1935.6;marvhall54;13857;1;0;michael jordan-1991-1;8
2218;156.5;1;Monday;63247;49631.24;1564.71;quickconsignment_802;28140;0;1;zion williamson-2019-1;10
2219;249.99;0;Sunday;84615;57539.94;1935.6;mr.higgin-16;869;1;1;ronald acuna jr.-2018-0;9.5
2220;0.99;1;Wednesday;64501;37472.09;1660.91;keanew-1;155;0;1;willie cauley-stein-2018-1;5
2221;1.25;1;Tuesday;74429;48824.43;1570.2;gamesandcards.com;123627;1;0;luc longley-1997-1;9
2222;14.49;0;Saturday;89218;46188.45;1459.97;brownroan;2950;1;0;kenny lofton-1992-0;9
2223;83.87;1;Tuesday;57454;36069.81;1377.3;amaanb1;1705;0;1;luka dončić-2019-1;10
2224;62;0;Sunday;90105;51206.69;1723.15;1homey;625;0;0;steve carlton-1968-0;7
2225;34.99;0;Wednesday;101089;56008.55;1799.17;skirk1;11441;1;0;bobby witt-2020-0;9
2226;249.99;1;Sunday;64809;45137.77;1416.05;chrisglab0;952;1;1;jaylen brown-2016-1;9
2227;225;1;Sunday;70376;48717.29;1805.08;malskhotmailcom;9624;1;1;lebron james-2003-1;10
2228;1181;1;Thursday;75581;57858.92;1782.86;bighitsportscards;64382;0;1;trae young-2019-1;8
2229;6.5;0;Sunday;84615;57539.94;1935.6;4_sharp_corners;294414;0;0;roy smalley-1976-0;8
2230;22.99;0;Monday;83903;54207.32;1781.99;houston34s;429;1;0;pete rose-1982-0;8
2231;3.95;0;Thursday;74749;33466.1;1332.49;deputyblackman;349;0;0;nolan ryan-1992-0;10
2232;1649.99;0;Wednesday;76140;37472.09;1660.91;ls-cardshop1289;1053;1;1;nolan arenado-2013-0;9.5
2233;21.5;0;Saturday;86959;56099.52;1919.53;poolside123;915;0;0;andruw jones-1995-0;9
2234;97.03;0;Sunday;#N/A;57523.42;1788.22;cardluver2;239;0;1;yordan álvarez-2019-0;9
2235;499.99;1;Saturday;73844;56099.52;1919.53;cubjr81;21035;1;0;michael jordan-1996-1;7
2236;150;0;Friday;#N/A;36825.37;1171.83;calebbruin121;2168;1;0;kitty bransfield-1909-0;4
2237;268.99;1;Friday;#N/A;58346.65;1817.62;fountaincitycollectibles;881;0;1;damian lillard-2012-1;10
2238;69.95;0;Sunday;71601;33114.36;1314.99;hotcollectibles73;1698;1;0;george foster-1985-0;10
2239;14.5;1;Saturday;73844;56099.52;1919.53;scale24ncards;5735;0;1;giannis antetokounmpo-2017-1;10
2240;499.99;1;Saturday;61093;34269.52;1376.12;sea_87jd;123;1;0;larry bird-1981-1;8
2241;199.99;1;Monday;#N/A;54529.15;1691.33;zebrasp-0;349;1;1;kevin porter-2019-1;9.5
2242;74.99;0;Sunday;#N/A;57523.42;1788.22;sweetswing24;4338;1;0;mark mcgwire-1999-0;10
2243;49.99;0;Thursday;74749;33466.1;1332.49;tandjcoll_17;69;1;1;bo bichette-2019-0;10
2244;910;1;Sunday;64809;45137.77;1416.05;joscla-26;131;0;0;kobe bryant-1996-1;9
2245;20.51;0;Tuesday;80359;46481.1;1768.04;tntnorthnj;425308;0;1;walker buehler-2015-0;9
2246;19.22;1;Saturday;70600;47105.52;1814.11;courtneyprok;22207;1;0;shaquille o'neal-1992-1;8
2247;99.95;1;Friday;71270;57332.09;1772.1;andersonauthentics;17494;1;1;lebron james-2019-1;9.5
2248;1.25;0;Tuesday;109699;56804.9;1806.97;gamesandcards.com;123673;1;1;yu darvish-2013-0;9
2249;1.75;0;Saturday;89218;46188.45;1459.97;crzcowgirl;5846;1;0;kerry wood-2002-0;9
2250;149.95;0;Wednesday;110923;58870.89;1823.45;legengarysports;18405;1;1;ozzie albies-2018-0;9.5
2251;29;1;Thursday;#N/A;39187.33;1218.45;probstein123;827272;0;1;lebron james-2019-1;9
2252;115.49;0;Tuesday;94731;48378.99;1492.61;opc_baseball;15264;1;1;alec bohm-2019-0;9
2253;19.99;1;Monday;56569;32366.39;1324.41;danjer_sports;3298;1;1;treveon graham-2017-1;9.5
2254;75;0;Sunday;88599;45137.77;1416.05;khw;83125;1;0;carlton fisk-1973-0;#N/A
2255;0.99;0;Monday;#N/A;36630.08;1257.28;sportscollectorsgalaxy;15666;1;0;craig counsell-2011-0;9
2256;99.99;0;Saturday;74126;39266.01;1677.85;stergeons;23560;1;0;mariano rivera-2013-0;9
2257;570;1;Monday;72460;54207.32;1781.99;pwcc_auctions;277707;0;1;ben simmons-2016-1;10
2258;39.99;1;Monday;#N/A;36630.08;1257.28;cmckinley33;108;0;0;michael jordan-1997-1;8
2259;7.5;0;Saturday;#N/A;36178.14;1233.54;jaym581119;1538;0;0;floyd robinson-1968-0;8
2260;849;0;Saturday;#N/A;36178.14;1233.54;camaro231;538;1;0;derek jeter-1993-0;7
2261;119.97;0;Thursday;74749;33466.1;1332.49;bcadams;6693;1;0;rickey henderson-1981-0;9
2262;499.99;0;Tuesday;94731;48378.99;1492.61;bottle.kid;2706;1;0;stan musial-1952-0;5
2263;30;0;Saturday;#N/A;36178.14;1233.54;jsbragg12;185;1;0;carl yastrzemski-1964-0;5
2264;124.99;0;Friday;67768;33005.76;1236.51;gomatt;16252;1;1;fernando tatis-2019-0;10
2265;61.53;0;Thursday;74749;33466.1;1332.49;sei59;2964;0;0;joe rudi-1975-0;9
2266;699.99;1;Monday;62161;33537.18;1369.04;mohawksportscards;6412;1;0;michael jordan-1985-1;8.5
2267;1.25;0;Friday;67768;33005.76;1236.51;gamesandcards.com;123553;1;0;matt williams-1994-0;9
2268;0.99;0;Sunday;82282;48717.29;1805.08;texasleaguersports;23831;1;1;khris davis-2017-0;9
2269;68.93;0;Thursday;95629;48561.17;1541.91;auctionthisway;4275;0;0;roberto clemente-1972-0;7
2270;23.5;0;Sunday;#N/A;57523.42;1788.22;4_sharp_corners;294528;0;1;shohei ohtani-2018-0;9.5
2271;7.5;1;Sunday;#N/A;35791.28;1230.17;maespo712;1087;0;0;billy paultz-1981-1;8
2272;9.95;1;Wednesday;68454;44918.18;1744.24;nocanlose;7292;1;0;charles oakley-1991-1;7
2273;20.5;0;Wednesday;88949;52149.01;1848.46;probstein123;827705;0;0;ken griffey-1989-0;8
2274;1551.08;1;Sunday;#N/A;57523.42;1788.22;pwcc_auctions;277219;0;1;stephen curry-2009-1;8
2275;100;1;Thursday;66580;48561.17;1541.91;julientony;1667;0;0;tim duncan-1997-1;9
2276;19;0;Tuesday;88136;49199.87;1781.07;dotandlanson;7525;0;1;aaron judge-2018-0;9
2277;380;1;Thursday;76957;51679.8;1937.45;probstein123;827716;0;1;luka dončić-2018-1;10
2278;28.78939124;0;Tuesday;68132;36069.81;1377.3;comc_consignment;409952;1;0;george brett-1993-0;5
2279;499.99;0;Wednesday;110923;58870.89;1823.45;thadbb9;4525;1;1;fernando tatis-2019-0;9
2280;299;0;Tuesday;68132;36069.81;1377.3;oldcowboycollector;2821;1;0;derek jeter-1993-0;6
2281;36.5;0;Monday;83903;54207.32;1781.99;probstein123;827746;0;0;don sutton-1970-0;8
2282;107.5;1;Monday;69723;47945.06;1779.79;cardsatlarge;275;0;1;zion williamson-2019-1;10
2283;125;1;Wednesday;75114;52149.01;1848.46;jacobcardiff401;795;1;1;james harden-2009-1;9.5
2284;7.99;0;Monday;#N/A;54529.15;1691.33;4932_tang;835;0;0;roy white-1969-0;7
2285;29.99;0;Monday;73246;33537.18;1369.04;ws05-1;1543;1;1;kris bryant-2017-0;10
2286;31.99;0;Friday;#N/A;58346.65;1817.62;starwarsclonearmytoys;12196;1;0;randy johnson-1989-0;10
2287;76;1;Monday;72460;54207.32;1781.99;probstein123;827745;0;1;zion williamson-2019-1;9
2288;150;0;Sunday;90105;51206.69;1723.15;sekmarsh;1731;1;0;vladimir guerrero-2016-0;9
2289;1345;1;Thursday;76957;51679.8;1937.45;probstein123;827715;0;1;zion williamson-2019-1;10
2290;4.99;1;Monday;69723;47945.06;1779.79;sjosing;137898;1;0;david robinson-1996-1;9
2291;42;0;Monday;#N/A;54529.15;1691.33;probstein123;828208;0;1;luis robert-2020-0;10
2292;56;0;Tuesday;94731;48378.99;1492.61;tyraneshleflor-0;545;0;0;yogi berra-1954-0;#N/A
2293;54.99;1;Tuesday;65905;48378.99;1492.61;sjosing;137915;1;0;allen iverson-2019-1;10
2294;169.99;0;Thursday;111744;57858.92;1782.86;itown239;3024;1;1;dylan carlson-2016-0;#N/A
2295;380;0;Thursday;77259;36926.06;1594.76;oofahs;901;0;1;clayton kershaw-2008-0;9.5
2296;50;0;Saturday;105482;61243.08;1924.69;marwil_9710;105;1;1;vladimir guerrero-2019-0;10
2297;1122;0;Saturday;89218;46188.45;1459.97;dirocco22;109;1;0;mickey mantle-1958-0;7
2298;110.5;1;Thursday;59697;30825.7;1121.57;lbredsteel562;293;0;1;cam reddish-2019-1;10
2299;2.4;0;Sunday;84615;57539.94;1935.6;burbanksportscards;349297;1;0;pat hentgen-1999-0;9
2300;2.99;1;Wednesday;75114;52149.01;1848.46;grga_705;74;0;1;jeremy lamb-2012-1;10
2301;65;1;Sunday;73250;57539.94;1935.6;fashintrends;509;1;0;vince carter-1998-1;9
2302;4327;1;Thursday;69816;47909.33;1783.8;pwcc_vault;7961;0;0;alvan adams-1986-1;10
2303;122.5;1;Tuesday;66789;46481.1;1768.04;probstein123;827537;0;1;michael porter-2018-1;9
2304;450;1;Wednesday;64501;37472.09;1660.91;glhflo3;977;1;1;jayson tatum-2017-1;9
2305;483.99;0;Friday;89605;55888.13;1960.16;vintagesnowmobiles;37807;1;0;barry bonds-1995-0;9
2306;31.69;1;Wednesday;68673;56008.55;1799.17;probstein123;827945;0;1;marvin bagley-2018-1;9
2307;5.95;0;Wednesday;76140;37472.09;1660.91;goyanks;46776;1;1;mike trout-2017-0;10
2308;11.5;0;Monday;#N/A;54529.15;1691.33;mizzou2017;1577;0;0;frank howard-1968-0;8
2309;70;1;Tuesday;66789;46481.1;1768.04;johanmetman;53203;0;1;stephen curry-2019-1;10
2310;43;0;Wednesday;67318;35547.75;1382.27;cotton_and_pine_collectibles;8344;0;1;mike trout-2018-0;10
2311;29.99;0;Wednesday;110923;58870.89;1823.45;bigo3909;3941;1;1;javier baez-2011-0;9
2312;0.49;0;Monday;89539;49631.24;1564.71;rudya.rudya;223;0;0;fergie jenkins-1984-0;9
2313;17.09;0;Monday;89539;49631.24;1564.71;simonds_sports;7723;0;0;bobby shantz-1964-0;#N/A
2314;15.5;0;Wednesday;94117;50538.24;1575.85;travelball2012;20364;0;1;gavin lux-2020-0;9
2315;5.1;0;Tuesday;109699;56804.9;1806.97;cplions;1989;1;0;j.d. drew-1999-0;9
2316;229.95;0;Saturday;86959;56099.52;1919.53;bluedevil326;4429;1;1;ronald acuna jr.-2018-0;10
2317;79.99;0;Saturday;89218;46188.45;1459.97;chridiet2;731;0;1;aaron judge-2017-0;9
2318;26;0;Sunday;#N/A;57523.42;1788.22;muckamire;4418;0;1;dinelson lamet-2017-0;#N/A
2319;22.5;0;Sunday;73919;38903.44;1614.23;4_sharp_corners;294367;0;0;dwight gooden-1987-0;10
2320;315;1;Thursday;66712;36926.06;1594.76;sportcardauctionscom;82337;0;1;zion williamson-2019-1;9.5
2321;390;1;Friday;73016;46339.76;1446.03;sellscardsandcollectables;4728;1;0;paul pierce-1998-1;9
2322;5.1;1;Tuesday;63786;35510.29;1515.19;dugoutdave;7728;0;0;maurice cheeks-1983-1;8.5
2323;3550;1;Monday;69067;55907.2;1791.7;johevene_0;46;0;0;allen iverson-1996-1;10
2324;4;0;Tuesday;68132;36069.81;1377.3;psagradedcards.com;28439;1;0;eddie robinson-1955-0;3
2325;12.99;0;Monday;73246;33537.18;1369.04;la8nytcards;45;0;0;nolan ryan-1975-0;#N/A
2326;3;0;Tuesday;90397;48824.43;1570.2;skins76;458;0;0;danny murtaugh-1962-0;6
2327;9.99;0;Tuesday;88136;49199.87;1781.07;pwcc_auctions;277674;0;1;jonathan india-2020-0;10
2328;76;1;Wednesday;68454;44918.18;1744.24;pc_sportscards;32540;0;1;cam reddish-2019-1;10
2329;41;0;Tuesday;#N/A;54738.94;1678.65;geronimo2112;5386;1;0;jim slaton-1975-0;9
2330;232.5;1;Monday;69723;47945.06;1779.79;dcsports87;96507;0;1;ja morant-2019-1;9.5
2331;5;1;Wednesday;73429;58870.89;1823.45;burbanksportscards;349421;1;0;delonte west-2005-1;9
2332;9.96;0;Tuesday;80359;46481.1;1768.04;aka_bubs;13;0;1;freddie freeman-2011-0;10
2333;760;1;Tuesday;#N/A;54738.94;1678.65;ttdcards;21288;0;0;allen iverson-1996-1;9
2334;0.99;0;Monday;73246;33537.18;1369.04;ejs-cards;15741;1;0;johnny bench-2020-0;9
2335;2099;0;Tuesday;74462;32569.85;1357.06;robbierockshots;349;1;0;derek jeter-1993-0;10
2336;53.99;1;Monday;56569;32366.39;1324.41;slim*pickings;305;1;0;shaquille o'neal-1997-1;9
2337;1.13;0;Thursday;74749;33466.1;1332.49;burbanksportscards;349177;1;0;ben sheets-2007-0;9
2338;5.4;0;Monday;91588;52246.52;1834.73;burbanksportscards;349360;1;0;ryan braun-2015-0;9
2339;96.05;1;Friday;73016;46339.76;1446.03;pwcc_auctions;277712;0;0;shaquille o'neal-1992-1;10
2340;499.99;0;Saturday;86959;56099.52;1919.53;sportscardcache;2052;1;1;mike trout-2011-0;8
2341;85;0;Saturday;82332;47105.52;1814.11;gumd-1;17;1;0;mickey mantle-1961-0;5
2342;86;1;Wednesday;73429;58870.89;1823.45;sportcardauctionscom;82411;0;1;kevin huerter-2018-1;9
2343;2.76;1;Saturday;65115;48912.38;1654.74;ditrisd;53124;1;0;richard hamilton-2002-1;9
2344;0.99;1;Wednesday;73429;58870.89;1823.45;burbanksportscards;349421;1;0;pau gasol-2004-1;9
2345;54.99;0;Friday;#N/A;36825.37;1171.83;diamond_rink_collectibles;1088;1;1;bryce harper-2012-0;9
2346;67;1;Wednesday;67196;50538.24;1575.85;probstein123;827806;0;1;trae young-2018-1;9
2347;200;0;Saturday;89218;46188.45;1459.97;joebreidey;839;1;0;jim kaat-1960-0;7
2348;130.5;1;Thursday;#N/A;39187.33;1218.45;rammaldo_0;71;0;1;zion williamson-2019-1;10
2349;350;0;Friday;108015;57332.09;1772.1;scoo_baka;1719;0;1;ronald acuna jr.-2018-0;10
2350;25;1;Thursday;59697;30825.7;1121.57;1967dew;81425;1;1;ty jerome-2019-1;9
2351;112;1;Friday;67093;48927.3;1533.27;keith0217;1939;0;1;nikola jokić-2016-1;9
2352;46;1;Wednesday;57988;35547.75;1382.27;steve_novella;23791;0;1;ja morant-2019-1;9
2353;5.95;0;Thursday;#N/A;39187.33;1218.45;chicagocardsdotcom;35851;1;1;cody bellinger-2017-0;10
2354;47;1;Thursday;75581;57858.92;1782.86;sportsandsorts75;56054;0;1;kawhi leonard-2019-1;9
2355;16.95;0;Friday;74852;34316.39;1382.52;chicagocardsdotcom;35852;1;1;mike trout-2020-0;10
2356;100;0;Monday;73246;33537.18;1369.04;superbowlauctions;83541;1;0;willie mccovey-1962-0;3
2357;9.99;1;Thursday;76957;51679.8;1937.45;pwcc_auctions;277684;0;0;pat cummings-1986-1;9
2358;180;0;Wednesday;110923;58870.89;1823.45;elgsportscards;3140;1;1;bo bichette-2020-0;10
2359;0.99;1;Thursday;70072;57805.12;1826.19;burbanksportscards;349371;1;0;tim duncan-2004-1;9
2360;19.95;0;Sunday;104575;59302.32;1854.56;wowzzer;62238;1;0;derek jeter-2017-0;9.5
2361;0.99;1;Tuesday;65905;48378.99;1492.61;15jknig0;144;0;0;tim duncan-2003-1;9
2362;786;1;Wednesday;75114;52149.01;1848.46;pwcc_vault;7994;0;0;kareem abdul-jabbar-1986-1;8.5
2363;0.99;1;Monday;65248;46196.46;1746.62;burbanksportscards;349229;1;0;zach randolph-2010-1;9
2364;699;1;Wednesday;64501;37472.09;1660.91;hyao911;167;1;1;zion williamson-2019-1;9.5
2365;620;1;Saturday;#N/A;58313.64;1812.63;dcsports87;96851;0;1;zion williamson-2019-1;10
2366;64;0;Monday;#N/A;54529.15;1691.33;justinjones33;53;0;0;willie mays-1963-0;7
2367;208.5;1;Sunday;63618;51206.69;1723.15;bullcitysportscards;829;0;1;zion williamson-2019-1;9
2368;31;1;Saturday;65689;39266.01;1677.85;yi-4025;427;0;1;landry shamet-2018-1;10
2369;10.49;0;Tuesday;77245;35510.29;1515.19;toyclltr;2421;0;0;jesse gonder-1964-0;7
2370;34.99;1;Wednesday;72852;49705.33;1626.58;barkusd;16085;1;1;james harden-2019-1;10
2371;275;1;Sunday;#N/A;35791.28;1230.17;mickuechen0;129;1;1;luka dončić-2019-1;10
2372;15999;1;Friday;61467;33005.76;1236.51;rom_6491;227;1;1;john collins-2017-1;9.5
2373;1;0;Sunday;68158;32289.38;1391.61;burbanksportscards;349171;1;1;max scherzer-2018-0;9
2374;3.5;0;Saturday;#N/A;36178.14;1233.54;battersbox;244794;1;0;norm cash-1971-0;5
2375;43;0;Tuesday;#N/A;54738.94;1678.65;rockstarsports;1096;0;0;derek jeter-1993-0;8
2376;109.95;0;Monday;83528;47945.06;1779.79;yesterdayskards;7110;1;0;ken griffey-1992-0;10
2377;3200;0;Sunday;71601;33114.36;1314.99;sportcardauctionscom;82326;0;0;derek jeter-1993-0;9
2378;15;1;Saturday;61093;34269.52;1376.12;thodi_82;795;1;0;tony delk-1996-1;9
2379;105.22;0;Sunday;104575;59302.32;1854.56;kabscards;584;0;1;aaron judge-2017-0;9
2380;28;1;Sunday;68013;59302.32;1854.56;peal7878;18897;0;1;rj barrett-2019-1;9
2381;17;0;Tuesday;90397;48824.43;1570.2;mj17;9382;1;0;don mattingly-1985-0;8
2382;0.99;1;Wednesday;57988;35547.75;1382.27;burbanksportscards;349166;1;1;tim hardaway-2015-1;9
2383;38;1;Saturday;#N/A;36178.14;1233.54;pgriff34;2797;0;0;scottie pippen-1997-1;8
2384;37;0;Monday;83903;54207.32;1781.99;yankeemaniac;1782;1;0;masahiro tanaka-2009-0;9
2385;4;0;Saturday;89218;46188.45;1459.97;1967dew;81467;1;0;jimmy rollins-2012-0;9
2386;0.99;0;Wednesday;76140;37472.09;1660.91;jeffsbaseballcards;43827;1;1;eloy jimenez-2019-0;#N/A
2387;63.09;1;Saturday;65115;48912.38;1654.74;sportsworld17;13733;0;1;darius garland-2019-1;10
2388;112.5;0;Tuesday;109699;56804.9;1806.97;probstein123;828119;0;1;pete alonso-2019-0;9
2389;70;1;Saturday;65689;39266.01;1677.85;the_lazy_dragon;1315;1;0;kobe bryant-2006-1;9
2390;275;1;Monday;72460;54207.32;1781.99;andr_bezer;419;1;1;donovan mitchell-2017-1;10
